Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
PA Reddy;6;0;0;0;0;-;1;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
N Saini æ;1;3;10;0;0;30;11;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
Mandeep Singh;2;28;20;5;0;140;29;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
SE Marsh;3;11;7;2;0;157.14;9;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
Azhar Mahmood;4;31;20;2;1;155;42;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
DJ Hussey (c);5;65;35;4;5;185.71;64;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
SD Chitnis;6;11;13;1;0;84.61;19;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
PP Chawla;7;8;3;2;0;266.66;2;Kings XI Punjab;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
CH Gayle;1;6;8;0;1;75;10;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
TM Dilshan;2;47;50;4;1;94;92;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
V Kohli (c);3;3;1;0;0;300;2;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
SS Tiwary;4;21;16;1;2;131.25;25;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
AB de Villiers æ;5;14;13;1;0;107.69;19;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
MA Agarwal;6;64;30;6;4;213.33;47;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
R Vinay Kumar;7;2;2;0;0;50;1;Royal Challengers Bangalore;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
HH Gibbs;1;2;6;0;0;33.33;7;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
SR Tendulkar;2;0;1;0;0;0;4;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
RG Sharma;3;5;7;1;0;71.42;15;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
KD Karthik æ;4;16;14;3;0;114.28;35;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
AT Rayudu;5;81;54;6;4;150;93;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
DR Smith;6;6;5;1;0;120;5;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
KA Pollard;7;52;31;5;3;167.74;64;Mumbai Indians;62nd match (D/N), Indian Premier League at Bengaluru, May 14 2012;Mum Indians won by 5 wickets (with 2 balls remaining);Royal Challengers Bangalore;;171;6;Mumbai Indians;173;5¾;19,4/20 ov)
G Gambhir (c);1;62;43;6;3;144.18;50;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
BB McCullum æ;2;37;29;4;1;127.58;46;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
JH Kallis;3;4;9;0;0;44.44;12;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
MK Tiwary;4;12;14;1;0;85.71;20;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
YK Pathan;5;11;8;0;1;137.5;9;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
DB Das;6;19;10;2;1;190;15;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
LR Shukla;7;10;6;0;1;150;9;Kolkata Knight Riders;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
MEK Hussey;1;56;39;4;4;143.58;47;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
M Vijay;2;36;25;5;1;144;49;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
SK Raina;3;8;10;1;0;80;15;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
F du Plessis;4;13;16;0;0;81.25;33;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
MS Dhoni (c) æ;5;28;21;3;1;133.33;31;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
DJ Bravo;6;11;7;0;1;157.14;16;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
RA Jadeja;7;3;2;0;0;150;4;Chennai Super Kings;63rd match (N), Indian Premier League at Kolkata, May 14 2012;Super Kings won by 5 wickets (with 0 balls remaining);Kolkata Knight Riders;;158;6;Chennai Super Kings;160;5¾;20 ov)
Mandeep Singh;1;21;12;5;0;175;23;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
SE Marsh;2;13;15;3;0;86.66;13;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
N Saini æ;3;15;15;2;0;100;18;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
DJ Hussey (c);4;40;35;5;1;114.28;69;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
DA Miller;5;4;7;0;0;57.14;11;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
Azhar Mahmood;6;9;7;1;0;128.57;9;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
Gurkeerat Singh;7;3;5;2;0;160;8;Kings XI Punjab;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
DA Warner;1;14;8;3;0;175;10;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
V Sehwag (c);2;8;9;0;1;88.88;15;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
Y Venugopal Rao;3;7;7;1;0;100;14;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
DPMD Jayawardene;4;56;49;8;0;114.28;71;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
LRPL Taylor;5;0;2;0;0;0;1;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
NV Ojha æ;6;34;29;3;2;117.24;33;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
IK Pathan;7;19;10;3;0;190;25;Delhi Daredevils;64th match (N), Indian Premier League at Delhi, May 15 2012;Daredevils won by 5 wickets (with 6 balls remaining);Kings XI Punjab;;136;8;Delhi Daredevils;140;5¾;19/20 ov)
G Gambhir (c);1;27;23;3;1;117.39;40;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
BB McCullum æ;2;1;5;0;0;20;4;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
JH Kallis;3;0;1;0;0;0;1;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
MK Tiwary;4;41;43;2;2;95.34;58;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
Shakib Al Hasan;5;13;12;1;0;108.33;19;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
YK Pathan;6;21;21;2;0;100;40;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
DB Das;7;6;3;0;0;66.66;2;Kolkata Knight Riders;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
HH Gibbs;1;13;24;1;0;54.16;23;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
SR Tendulkar;2;27;24;3;1;112.5;45;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
KD Karthik æ;3;21;26;3;0;80.76;29;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
RG Sharma;4;12;14;1;0;85.71;38;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
AT Rayudu;5;11;8;0;1;137.5;13;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
KA Pollard;6;8;5;1;0;160;7;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
DR Smith;7;0;1;0;0;0;1;Mumbai Indians;65th match (N), Indian Premier League at Mumbai, May 16 2012;KKR won by 32 runs;Kolkata Knight Riders;;140;7;Mumbai Indians;108;;19,1/20 ov)
M Vijay;1;10;14;2;0;71.42;13;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
MEK Hussey;2;7;10;1;0;70;19;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
SK Raina;3;17;13;0;2;130.76;20;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
MS Dhoni (c) æ;4;6;16;1;0;37.5;28;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
DJ Bravo;5;48;43;2;3;111.62;59;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
RA Jadeja;6;13;14;2;0;92.85;21;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
JA Morkel;7;17;8;1;1;175;14;Chennai Super Kings;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
AC Gilchrist (c) æ;1;64;46;9;2;139.13;82;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
Mandeep Singh;2;24;21;5;0;114.28;27;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
N Saini;3;1;4;0;0;25;2;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
DJ Hussey;4;9;9;1;0;100;9;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
SD Chitnis;5;11;12;1;0;91.66;27;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
Azhar Mahmood;6;9;7;2;0;128.57;8;Kings XI Punjab;66th match (D/N), Indian Premier League at Dharamsala, May 17 2012;Kings XI won by 6 wickets (with 21 balls remaining);Chennai Super Kings;;120;7;Kings XI Punjab;123;4¾;16,3/20 ov)
CH Gayle;1;128;62;7;13;206.45;95;Royal Challengers Bangalore;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
TM Dilshan;2;10;7;2;0;142.85;10;Royal Challengers Bangalore;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
V Kohli (c);3;73;53;9;1;137.73;84;Royal Challengers Bangalore;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
UBT Chand;1;18;10;2;1;180;19;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
DA Warner;2;15;9;2;1;166.66;7;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
Y Venugopal Rao;3;36;24;4;1;150;46;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
DPMD Jayawardene (c);4;9;14;0;0;64.28;18;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
LRPL Taylor;5;55;26;7;2;211.53;43;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
NV Ojha æ;6;13;12;1;0;108.33;23;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
AD Russell;7;31;15;1;3;206.66;21;Delhi Daredevils;67th match (N), Indian Premier League at Delhi, May 17 2012;RCB won by 21 runs;Royal Challengers Bangalore;;215;1;Delhi Daredevils;194;9¾;20 ov)
R Dravid (c);1;39;36;5;0;108.33;53;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
AM Rahane;2;6;7;1;0;85.71;5;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
SR Watson;3;13;13;1;1;100;21;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
STR Binny;4;7;8;1;0;87.5;9;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
OA Shah;5;28;32;1;0;87.5;58;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
AL Menaria;6;20;17;1;1;117.64;26;Rajasthan Royals;68th match (N), Indian Premier League at Hyderabad, May 18 2012;Chargers won by 5 wickets (with 8 balls remaining);Rajasthan Royals;;126;8;Deccan Chargers;128;5¾;18,4/20 ov)
