Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
LRPL Taylor;4;16;27;0;0;59.25;44;Delhi Daredevils;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
IK Pathan;5;36;22;4;1;163.63;34;Delhi Daredevils;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
Y Nagar;6;10;7;1;0;142.85;13;Delhi Daredevils;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
NV Ojha æ;7;9;6;0;0;33.33;2;Delhi Daredevils;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
BB McCullum æ;1;56;44;7;0;127.27;69;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
G Gambhir (c);2;36;21;4;1;171.42;33;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
JH Kallis;3;30;27;3;0;111.11;34;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
MK Tiwary;4;8;6;0;0;133.33;14;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
YK Pathan;5;7;11;0;0;63.63;19;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
DB Das;6;1;3;0;0;33.33;5;Kolkata Knight Riders;51st match (N), Indian Premier League at Delhi, May 7 2012;KKR won by 6 wickets (with 8 balls remaining);Delhi Daredevils;;153;9;Kolkata Knight Riders;154;4¾;18,4/20 ov)
SC Ganguly (c);1;14;18;1;0;77.77;27;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
MJ Clarke;2;16;18;1;0;88.88;31;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
RV Uthappa æ;3;13;19;0;0;68.42;35;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
AP Majumdar;4;30;20;1;2;150;24;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
SPD Smith;5;18;22;1;0;81.81;41;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
AD Mathews;6;11;12;0;0;91.66;19;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
M Manhas;7;9;9;1;0;122.22;11;Pune Warriors;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
R Dravid (c);1;14;16;2;0;87.5;29;Rajasthan Royals;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
AM Rahane;2;0;3;0;0;0;6;Rajasthan Royals;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
SR Watson;3;90;51;10;4;176.47;71;Rajasthan Royals;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
AL Menaria;4;18;21;1;0;85.71;36;Rajasthan Royals;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
OA Shah;5;4;7;0;0;57.14;11;Rajasthan Royals;52nd match (D/N), Indian Premier League at Pune, May 8 2012;Royals won by 7 wickets (with 22 balls remaining);Pune Warriors;;125;6;Rajasthan Royals;126;3¾;16,2/20 ov)
Mandeep Singh;1;75;48;8;3;156.25;72;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
SE Marsh;2;22;20;3;0;110;27;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
N Saini æ;3;2;4;0;0;50;4;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
DJ Hussey (c);4;16;16;1;1;100;22;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
Azhar Mahmood;5;14;9;2;0;155.55;26;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
DA Miller;6;28;18;3;1;155.55;23;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
SD Chitnis;7;13;5;0;0;120;6;Kings XI Punjab;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
DJ Harris;1;30;29;2;1;103.44;46;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
S Dhawan;2;8;6;1;0;133.33;6;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
PA Patel æ;3;17;13;1;1;130.76;13;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
CL White;4;8;14;1;0;57.14;27;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
KC Sangakkara (c);5;4;6;0;0;66.66;4;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
PA Reddy;6;24;13;2;1;184.61;24;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
AA Jhunjhunwala;7;19;20;0;1;95;25;Deccan Chargers;53rd match (N), Indian Premier League at Hyderabad, May 8 2012;Kings XI won by 25 runs;Kings XI Punjab;;170;5;Deccan Chargers;145;8¾;20 ov)
JEC Franklin;1;1;6;0;0;16.66;6;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
SR Tendulkar;2;24;27;4;0;88.88;43;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
RG Sharma;3;0;3;0;0;0;3;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
KD Karthik æ;4;44;39;3;1;112.82;67;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
AT Rayudu;5;22;17;2;0;129.41;29;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
DR Smith;6;2;3;0;0;66.66;7;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
KA Pollard;7;23;13;0;2;161.53;21;Mumbai Indians;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
TM Dilshan;1;19;25;3;0;76;45;Royal Challengers Bangalore;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
CH Gayle;2;82;59;5;6;138.98;89;Royal Challengers Bangalore;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
V Kohli (c);3;36;25;1;2;144;43;Royal Challengers Bangalore;54th match (N), Indian Premier League at Mumbai, May 9 2012;RCB won by 9 wickets (with 12 balls remaining);Mumbai Indians;;141;6;Royal Challengers Bangalore;142;1¾;18/20 ov)
DJ Harris;1;19;17;4;0;111.76;20;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
S Dhawan;2;84;49;9;5;171.42;82;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
KC Sangakkara (c);3;4;5;1;0;80;4;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
CL White;4;65;40;7;2;162.5;66;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
JP Duminy;5;13;9;2;0;144.44;11;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
PA Patel æ;6;0;0;0;0;-;1;Deccan Chargers;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
V Sehwag (c);1;4;2;1;0;200;1;Delhi Daredevils;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
DA Warner;2;109;54;10;7;201.85;79;Delhi Daredevils;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
NV Ojha æ;3;64;46;2;5;139.13;77;Delhi Daredevils;55th match (D/N), Indian Premier League at Hyderabad, May 10 2012;Daredevils won by 9 wickets (with 20 balls remaining);Deccan Chargers;;187;4;Delhi Daredevils;193;1¾;16,4/20 ov)
R Dravid (c);1;4;9;1;0;44.44;7;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
AM Rahane;2;17;22;2;0;77.27;39;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
SR Watson;3;5;11;1;0;45.45;20;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
STR Binny;4;27;18;3;1;150;27;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
BJ Hodge;5;33;28;2;1;117.85;43;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
J Botha;6;12;20;0;0;60;25;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
AL Menaria;7;10;5;1;0;120;6;Rajasthan Royals;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
MEK Hussey;1;19;32;2;0;59.37;57;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
M Vijay;2;0;5;0;0;0;5;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
SK Raina;3;23;17;5;0;135.29;22;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
DJ Bravo;4;10;15;0;0;66.66;22;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
MS Dhoni (c) æ;5;10;16;1;0;62.5;23;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
RA Jadeja;6;16;13;1;1;123.07;22;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
JA Morkel;7;18;6;1;2;300;18;Chennai Super Kings;56th match (N), Indian Premier League at Jaipur, May 10 2012;Super Kings won by 4 wickets (with 11 balls remaining);Rajasthan Royals;;126;6;Chennai Super Kings;127;6¾;18,1/20 ov)
CH Gayle;1;57;31;3;6;183.87;42;Royal Challengers Bangalore;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
TM Dilshan;2;53;44;6;1;120.45;79;Royal Challengers Bangalore;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
V Kohli (c);3;9;12;1;0;75;8;Royal Challengers Bangalore;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
SS Tiwary;4;36;30;3;1;120;39;Royal Challengers Bangalore;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
AB de Villiers æ;5;9;4;0;1;225;11;Royal Challengers Bangalore;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
MD Mishra;1;4;4;1;0;100;4;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
MJ Clarke;2;13;10;2;0;130;21;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
MK Pandey;3;0;2;0;0;0;1;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
RV Uthappa æ;4;38;23;5;1;165.21;36;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
AP Majumdar;5;31;26;4;0;119.23;42;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
AD Mathews;6;4;10;0;0;40;8;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
SPD Smith (c);7;24;25;1;0;96;39;Pune Warriors;57th match (N), Indian Premier League at Pune, May 11 2012;RCB won by 35 runs;Royal Challengers Bangalore;;173;3;Pune Warriors;138;9¾;20 ov)
HH Gibbs;1;66;58;7;2;113.79;88;Mumbai Indians;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
SR Tendulkar;2;2;2;0;0;100;11;Mumbai Indians;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
RG Sharma;3;109;60;12;5;181.66;76;Mumbai Indians;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
MS Bisla æ;1;1;2;0;0;50;6;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
G Gambhir (c);2;0;2;0;0;0;2;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
JH Kallis;3;79;60;7;3;131.66;94;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
MK Tiwary;4;27;25;4;0;108;35;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
YK Pathan;5;40;31;2;1;129.03;56;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
DB Das;6;4;1;1;0;400;1;Kolkata Knight Riders;58th match (D/N), Indian Premier League at Kolkata, May 12 2012;Mum Indians won by 27 runs;Mumbai Indians;;182;1;Kolkata Knight Riders;155;4¾;20 ov)
DA Warner;1;8;9;1;0;88.88;10;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
V Sehwag (c);2;4;2;1;0;200;2;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
NV Ojha æ;3;3;11;0;0;27.27;21;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
DPMD Jayawardene;4;8;10;1;0;80;15;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
Y Venugopal Rao;5;27;24;0;2;112.5;32;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
Y Nagar;6;44;47;1;1;93.61;61;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
IK Pathan;7;30;17;0;0;76.47;13;Delhi Daredevils;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
MEK Hussey;1;38;32;5;1;118.75;45;Chennai Super Kings;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
M Vijay;2;48;40;5;1;120;71;Chennai Super Kings;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
SK Raina;3;28;20;1;2;140;25;Chennai Super Kings;59th match (N), Indian Premier League at Chennai, May 12 2012;Super Kings won by 9 wickets (with 28 balls remaining);Delhi Daredevils;;114;5;Chennai Super Kings;115;1¾;15,2/20 ov)
R Dravid (c);1;21;20;4;0;105;19;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
AM Rahane;2;61;47;7;0;129.78;92;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
SR Watson;3;58;31;6;4;187.09;47;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
BJ Hodge;4;14;14;0;0;100;19;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
STR Binny;5;6;5;0;0;120;8;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
J Botha;6;7;3;1;0;233.33;3;Rajasthan Royals;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
SC Ganguly (c);1;2;4;0;0;50;5;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
JD Ryder;2;1;2;0;0;50;3;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
RV Uthappa æ;3;6;6;1;0;100;7;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
AP Majumdar;4;9;8;2;0;112.5;15;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
CJ Ferguson;5;23;26;2;0;88.46;34;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
SPD Smith;6;37;31;5;0;119.35;41;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
AD Mathews;7;23;19;1;0;121.05;32;Pune Warriors;60th match (D/N), Indian Premier League at Jaipur, May 13 2012;Royals won by 45 runs;Rajasthan Royals;;170;4;Pune Warriors;125;9¾;20 ov)
S Dhawan;1;71;50;4;3;142;77;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
PA Patel æ;2;18;16;2;0;112.5;22;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
KC Sangakkara (c);3;1;4;0;0;25;4;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
CL White;4;67;41;8;1;163.41;65;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
DT Christian;5;24;10;1;2;240;13;Deccan Chargers;61st match (N), Indian Premier League at Chandigarh, May 13 2012;Kings XI won by 4 wickets (with 0 balls remaining);Deccan Chargers;;190;4;Kings XI Punjab;194;6¾;20 ov)
